Vanilla Fudge,Vanilla Fudge,1967,3.39,1494,Psychedelic Rock:Heavy Psych:,Hard Rock:Progressive Rock:,psychedelic:vocals:melodic:passionate:progressive:,42:41
Visage,Visage,1980,3.48,1171,New Romantic:Synthpop:New Wave:,Post-Punk:,futuristic:nocturnal:cryptic:romantic:mysterious:rhythmic:melancholic:playful:ethereal:,39:04
The Incredible String Band,Wee Tam &amp; The Big Huge,1968,3.72,502,Psychedelic Folk:,Progressive Folk:Chamber Folk:,vocals:pastoral:melodic:mellow:soothing:vocals:existential:peaceful:nature:meditative:medieval:epic:,87:29
Frankie Goes to Hollywood,Welcome to the Pleasuredome,1984,3.48,1800,Synthpop:New Wave:,Pop Rock:Dance-Pop:Progressive Pop:,sexual:hedonistic:party:vocals:energetic:political:LGBT:playful:conscious:,
Viagra Boys,Welfare Jazz,2021,3.17,3440,Post-Punk:Art Punk:,Punk Blues:Dance-Punk:Synth Punk:,raw:manic:energetic:humorous:vocals:noisy:sarcastic:quirky:pessimistic:repetitive:eclectic:drugs:,40:20
Ramin Djawadi,Westworld: Season 1,2016,3.69,236,Television Music:Cinematic Classical:Orchestral:,Ambient:Electronic:Ragtime:Spaghetti Western:Orchestral:,melodic:lush:orchestral:instrumental:theme:,108:56
Filmmaker,Wetwork,2019,3.16,91,Electro-Industrial:Industrial Techno:,Synthwave:EBM:,,31:55
Jérôme Noetinger,What a Wonderful World,2003,3.34,244,EAI:Turntable Music:,Musique concrète:,sparse:warm:,44:03
Minutemen,What Makes a Man Start Fires?,1983,3.65,2736,Post-Hardcore:Post-Punk:Art Punk:,Funk Rock:Hardcore Punk:,rhythmic:signatures:political:energetic:sarcastic:protest:vocals:manic:quirky:playful:raw:melodic:,26:43
Gus Dapperton,Where Polly People Go to Read,2019,2.6,509,Bedroom Pop:Hypnagogic Pop:,Synthpop:Sophisti-Pop:Jangle Pop:Alternative R&amp;B:,love:sentimental:vocals:melodic:playful:passionate:eclectic:nocturnal:quirky:melancholic:,33:18
Nova Twins,Who Are the Girls?,2020,3.3,162,Rap Rock:Industrial Rock:,Synth Punk:Noise Rock:Electroclash:Rap Metal:Punk Rock:,anthemic:rhythmic:vocals:rebellious:noisy:aggressive:angry:,30:22
Tristania,Widow's Weeds,1998,3.69,822,Gothic Metal:,Death Doom Metal:Symphonic Black Metal:Symphonic Metal:,romantic:poetic:vocals:bittersweet:vocals:medieval:sombre:passionate:melancholic:winter:melodic:ethereal:lonely:lush:introspective:atmospheric:choral:,53:23
Flo Rida,Wild Ones,2012,2.18,251,Pop Rap:Dance-Pop:House:,Hip House:Electropop:,energetic:drugs:sampling:alcohol:vocals:party:,34:34
The Crucifucks,Wisconsin,1987,3.62,197,Punk Rock:,Cowpunk:Psychedelic Rock:,misanthropic:energetic:rebellious:hateful:alienation:sarcastic:angry:vocals:noisy:,38:07
Tomasz Stanko New York Quartet,Wisława,2013,3.48,185,ECM Style Jazz:,Modal Jazz:,,100:28
Bruce Springsteen,Working on a Dream,2009,2.96,1698,Pop Rock:Singer/Songwriter:Heartland Rock:Rock:,Folk Rock:,vocals:,51:25
W.E.N.A.,Wyższe dobro,2007,3.37,161,Hip Hop:Boom Bap:,,,
Yellow Magic Orchestra,Yellow Magic Orchestra,1979,3.81,634,Synthpop:,Electro-Disco:Chiptune:Exotica:Synth Funk:,vocals:repetitive:surreal:warm:melodic:minimalistic:mechanical:rhythmic:,36:22
Altın Gün,Yol,2021,3.19,899,Synthpop:,Neo-Psychedelia:Anatolian Rock:,psychedelic:uplifting:warm:vocals:vocals:atmospheric:,40:22
Гражданская оборона ,Здорово и вечно,1989,3.7,806,Noise Rock:Post-Punk:,Hardcore Punk:Experimental Rock:,noisy:depressive:apocalyptic:lo-fi:cryptic:philosophical:vocals:satirical:political:poetic:passionate:existential:misanthropic:anxious:,
Mariah,うたかたの日々 (Utakata no Hibi),1983,3.58,1401,Art Pop:New Wave:,Synthpop:,atmospheric:quirky:cryptic:vocals:vocals:surreal:repetitive:,35:59
矢吹紫帆 ,からだは宇宙のメッセージ The Body Is a Message of the Universe,1987,3.34,229,New Age:Ambient:,,triumphant:surreal:uplifting:melodic:progressive:epic:atmospheric:sparse:ethereal:instrumental:,44:00
椎名林檎 ,勝訴ストリップ (Shōso strip),2000,3.87,3508,Art Pop:J-Rock:,Noise Pop:Art Rock:Progressive Pop:J-Pop:,noisy:vocals:dense:energetic:passionate:playful:melodic:quirky:manic:urban:Sound:romantic:progressive:heavy:chaotic:,55:49
東京事変 ,教育 (Kyōiku),2004,3.7,773,Art Rock:Pop Rock:J-Rock:,Jazz-Rock:Alternative Rock:Noise Pop:,energetic:passionate:noisy:vocals:playful:eclectic:anxious:raw:technical:anthemic:bittersweet:progressive:psychedelic:,42:07
