London Voices,György Ligeti Edition 2: A Cappella Choral Works,1997,3.5,118,Modern Classical:Choral:,Hungarian Folk Music:,polyphonic:dissonant:choral:cappella:,
Sweet Trip,Halica: Bliss Out v.11,1998,3.56,2261,Ambient Techno:Dream Pop:Ambient Pop:,Ambient Pop:Shoegaze:IDM:Neo-Psychedelia:Downtempo:,atmospheric:lush:ethereal:vocals:vocals:mellow:surreal:futuristic:repetitive:hypnotic:aquatic:psychedelic:soothing:calm:warm:melancholic:,55:11
Fun Fun,Have Fun!,1984,3.5,91,Italo-Disco:,,love:mechanical:melodic:rhythmic:optimistic:vocals:energetic:party:happy:sensual:sampling:,41:02
Tegan and Sara,Heartthrob,2013,3.12,1206,Electropop:,Synthpop:,vocals:melodic:energetic:longing:summer:love:breakup:anxious:sentimental:anthemic:bittersweet:passionate:romantic:,36:29
Shelleyan Orphan,Helleborine,1987,3.6,469,Chamber Folk:Progressive Folk:Art Pop:,Dream Pop:Folk Pop:Chamber Pop:,pastoral:lush:acoustic:progressive:soothing:melodic:vocals:mellow:spring:ethereal:vocals:,
Stice,Here Come the Baton,2020,2.52,365,Digital Hardcore:Experimental Hip Hop:,Synth Punk:Gabber:,surreal:playful:abstract:manic:noisy:vocals:chaotic:energetic:vulgar:futuristic:sexual:rhythmic:drugs:alcohol:,21:13
Royal Headache,High,2015,3.48,1081,Power Pop:Garage Rock:,Garage Punk:,energetic:passionate:vocals:melodic:romantic:bittersweet:optimistic:,28:49
Bob Dylan,Highway 61 Revisited,1965,4.18,26629,Folk Rock:Singer/Songwriter:,Blues Rock:Contemporary Folk:,poetic:cryptic:surreal:sarcastic:vocals:passionate:conscious:rebellious:philosophical:introspective:melancholic:rhythmic:longing:,48:49
Holograms,Holograms,2012,3.24,785,Post-Punk:,Synth Punk:,energetic:urban:dark:sombre:vocals:anxious:rhythmic:raw:,38:12
Jeffrey Foucault,Horse Latitudes,2011,3.45,32,Americana:Singer/Songwriter:Contemporary Folk:,,,38:39
Patti Smith,Horses,1975,3.91,13722,Proto-Punk:Singer/Songwriter:Art Rock:,Garage Rock:Poetry:Art Punk:Piano Rock:,poetic:energetic:rebellious:vocals:raw:passionate:cryptic:LGBT:chaotic:playful:quirky:sarcastic:,43:10
A Guy Called Gerald,Hot Lemonade,1989,3.22,141,Acid House:,,,
Jimmy Smith,House Party,1959,3.72,176,Soul Jazz:,Hard Bop:,,
The Angels of Light,How I Loved You,2001,3.72,4470,Folk Rock:Gothic Country:,Avant-Folk:Post-Rock:Neofolk:,melancholic:sombre:poetic:love:atmospheric:dark:vocals:depressive:lonely:longing:romantic:lush:pessimistic:passionate:,69:51
Local Natives,Hummingbird,2013,3.17,1518,Indie Rock:Indie Pop:,Indie Folk:Chamber Pop:,summer:melodic:bittersweet:love:warm:,
Organ Tapes,Hunger in Me Living,2019,3.19,471,Ambient Pop:,Alternative R&amp;B:Dream Pop:Emo Rap:Cloud Rap:Bedroom Pop:UK Bass:,longing:melancholic:vocals:atmospheric:melodic:lush:spring:,33:21
David Bowie,Hunky Dory,1971,4.04,27919,Pop Rock:Glam Rock:Art Rock:,Singer/Songwriter:Piano Rock:Art Pop:Baroque Pop:,playful:melodic:quirky:vocals:warm:lush:melancholic:sarcastic:introspective:humorous:poetic:energetic:bittersweet:,41:32
nthng,Hypnotherapy,2020,3.16,179,Ambient Techno:Dub Techno:,Ambient:,repetitive:nocturnal:atmospheric:energetic:instrumental:rhythmic:hypnotic:,
Julie Doiron,I Can Wonder What You Did With Your Day,2009,3.32,297,Indie Rock:Singer/Songwriter:Folk Pop:Indie Folk:,,melodic:melancholic:mellow:minimalistic:vocals:acoustic:,31:19
Warren G,I Want It All,1999,3.16,174,West Coast Hip Hop:G-Funk:,,,60:17
Joe Jackson,I'm the Man,1979,3.68,1112,New Wave:Power Pop:Pop Rock:,,,37:46
Jonathan Richman,"I, Jonathan",1992,3.76,1481,Pop Rock:Singer/Songwriter:,Rock &amp; Roll:Surf Rock:,summer:humorous:warm:playful:bittersweet:vocals:minimalistic:melodic:love:energetic:party:,37:31
Sun Araw,Icon Give Thank,2012,3.31,610,Neo-Psychedelia:Ambient Dub:,Nyahbinghi:Dub:Roots Reggae:,psychedelic:tropical:hypnotic:melodic:atmospheric:warm:religious:vocals:,101:36
Horrendous,Idol,2018,3.55,2296,Progressive Metal:Death Metal:,Technical Death Metal:,death:progressive:ominous:occult:aggressive:vocals:heavy:technical:complex:philosophical:energetic:manic:poetic:passionate:album:abstract:,40:05
Caravan,"If I Could Do It All Over Again, I'd Do It All Over You",1970,3.85,2950,Canterbury Scene:,Psychedelic Rock:,psychedelic:summer:warm:melodic:mellow:atmospheric:progressive:vocals:energetic:rhythmic:complex:uplifting:playful:lush:suite:signatures:,
Bad Books,III,2019,3.12,137,Indie Folk:,Slowcore:,longing:soft:melancholic:mellow:sentimental:,40:18
Eat Static,Implant,1994,3.23,276,Psytrance:Ambient Techno:,Psybient:Acid Techno:,repetitive:party:instrumental:rhythmic:psychedelic:,71:21
Jack Johnson,In Between Dreams,2005,3.19,2170,Singer/Songwriter:Folk Pop:Acoustic Rock:,Sunshine Pop:,mellow:happy:acoustic:uplifting:melodic:summer:,40:52
Cut Copy,In Ghost Colours,2008,3.6,4258,Synthpop:Electropop:New Rave:,Indietronica:Alternative Dance:Neo-Psychedelia:,energetic:summer:happy:melodic:party:psychedelic:vocals:uplifting:lush:rhythmic:mellow:,50:30
Current 93,In Menstrual Night,1986,2.96,493,Industrial:Ritual Ambient:Musique concrète:,,ominous:apocalyptic:sampling:avant-garde:atmospheric:scary:rhythmic:infernal:,
Neutral Bling Hotel,In My G4 Over da Sea,2012,2.67,353,Mashup:Hip Hop:Novelty:,Pop Rap:Indie Folk:,humorous:rhythmic:hedonistic:vulgar:vocals:sampling:mashup:playful:,44:01
Britney Spears,In the Zone,2003,3.03,2417,Dance-Pop:Contemporary R&amp;B:,Contemporary R&amp;B:Trip Hop:Electropop:,sexual:urban:sensual:vocals:rebellious:introspective:party:hedonistic:playful:rhythmic:lush:melodic:love:boastful:energetic:anxious:futuristic:,49:52
Bob Dylan,Infidels,1983,3.24,2862,Singer/Songwriter:Pop Rock:,,political:vocals:melodic:romantic:sarcastic:,41:39
Serge Gainsbourg,Initials B.B.,1968,3.68,1968,French Pop:Baroque Pop:Chanson:,Yé-yé:Chanson à texte:Psychedelic Pop:Rock &amp; Roll:,vocals:melodic:playful:poetic:lush:love:romantic:,31:26
Green Day,Insomniac,1995,3.37,6291,Pop Punk:Punk Rock:,Alternative Rock:,energetic:pessimistic:anxious:vocals:angry:rebellious:melodic:self-hatred:drugs:sarcastic:dark:heavy:introspective:,32:48
Dr. Phong Nguyen,Instrumental Music of Vietnam: Dan Tranh,1983,3.54,117,Vietnamese Classical Music:,,acoustic:,
Sparks,Introducing Sparks,1977,3.1,543,Art Pop:Pop Rock:,Glam Rock:,quirky:humorous:melodic:sarcastic:,35:58
Lemonheads,It's a Shame About Ray,1992,3.62,2494,Power Pop:Alternative Rock:,Jangle Pop:,bittersweet:melodic:energetic:melancholic:playful:vocals:spring:sentimental:love:warm:LGBT:romantic:urban:,29:17
Black Marble,It's Immaterial,2016,3.14,2055,Synthpop:Coldwave:,Post-Punk:Hypnagogic Pop:Minimal Wave:,lo-fi:ethereal:melodic:melancholic:atmospheric:nocturnal:cold:cryptic:sad:longing:vocals:lethargic:love:hypnotic:rhythmic:minimalistic:,37:16
Daphni,Jiaolong,2012,3.11,748,Tech House:,Tribal House:,rhythmic:instrumental:playful:,47:52
Frank Zappa,Joe's Garage Acts II &amp; III,1979,3.59,2416,Rock Opera:Comedy Rock:Experimental Rock:,Jazz-Rock:Progressive Rock:Funk Rock:Spoken Word:Experimental Rock:,vulgar:sexual:album:vocals:complex:satirical:opera:humorous:playful:surreal:sarcastic:avant-garde:,75:45
John Renbourn,John Renbourn,1966,3.64,183,Contemporary Folk:Folk Baroque:,Acoustic Blues:British Blues:,,42:45
Johnny Cash,Johnny Cash With His Hot and Blue Guitar!,1957,3.7,2611,Country:Rockabilly:,Country Gospel:,vocals:rebellious:crime:Christian:rhythmic:love:pastoral:melodic:longing:,26:45
Various Artists,Judgment Night: Music From the Motion Picture,1993,3.55,717,Rap Rock:Film Soundtrack:Rap Metal:Alternative Rock:,Hardcore Hip Hop:Alternative Metal:,violence:urban:rhythmic:vocals:aggressive:crime:drugs:,45:11
Black Vomit,Jungle Death,2009,3.27,139,Black Ambient:Black Metal:,Experimental:Psychedelic Rock:Tribal Ambient:Black Metal:,noisy:lo-fi:surreal:instrumental:,55:59
Radian,Juxtaposition,2004,3.42,429,Glitch:Post-Rock:,Electroacoustic:Ambient:Nu Jazz:,lonely:atmospheric:cold:instrumental:futuristic:calm:abstract:peaceful:avant-garde:,46:00
Thomas Köner,Kaamos,1998,3.57,194,Dark Ambient:Drone:,,suspenseful:dark:minimalistic:ominous:winter:cold:,55:37
Kasabian,Kasabian,2004,3.38,3859,Alternative Dance:Indie Rock:,Electronic:Baggy / Madchester:Neo-Psychedelia:Post-Punk Revival:,rhythmic:psychedelic:vocals:playful:boastful:energetic:hypnotic:urban:,64:06
Bon Jovi,Keep the Faith,1992,3.25,1545,Hard Rock:AOR:,,vocals:energetic:introspective:love:passionate:,65:10
Machito,Kenya,1958,3.32,579,Afro-Cuban Jazz:Big Band:,Rhumba:,instrumental:rhythmic:tropical:uplifting:,34:50
Massacre,Killing Time,1981,3.51,1716,No Wave:Experimental Rock:Noise Rock:,Avant-Prog:Math Rock:Post-Punk:Zolo:,dissonant:instrumental:noisy:raw:complex:signatures:avant-garde:manic:technical:improvisation:playful:,
Andrew Jackson Jihad,Knife Man,2011,3.49,4809,Indie Rock:Folk Punk:Indie Folk:Folk Rock:,Folk Punk:Anti-Folk:,misanthropic:sarcastic:pessimistic:anxious:energetic:depressive:vocals:introspective:existential:passionate:uplifting:raw:humorous:melodic:conscious:vulgar:lonely:noisy:angry:anthemic:nihilistic:autumn:manic:satirical:eclectic:,43:06
Sigur Rós,Kveikur,2013,3.62,6766,Post-Rock:Art Rock:,Dream Pop:Industrial Rock:Post-Industrial:,ethereal:atmospheric:melancholic:epic:dark:winter:sombre:nocturnal:apocalyptic:cold:vocals:passionate:ominous:vocals:lush:,48:14
Sielun Veljet,L'amourha,1985,3.61,226,Post-Punk:,Hard Rock:,anxious:aggressive:political:,41:00
Laylow,L'étrange histoire de Mr. Anderson,2021,3.46,124,French Hip Hop:,Alternative R&amp;B:Cloud Rap:Spoken Word:Trap:Conscious Hip Hop:,introspective:album:atmospheric:melodic:urban:alienation:cold:misanthropic:anxious:nocturnal:vocals:sampling:lonely:surreal:sombre:mysterious:drugs:serious:melancholic:,51:07
Gaë Bolg and the Church of Fand,La ballade de l'Ankou,2002,3.51,214,Martial Industrial:Neofolk:,Neoclassical Darkwave:Neo-Medieval Folk:Choral:,rhythmic:martial:death:epic:history:folklore:vocals:,45:43
Richard Hawley,Lady's Bridge,2007,3.67,646,Singer/Songwriter:Chamber Pop:,Traditional Pop:,lush:bittersweet:mellow:romantic:melancholic:love:soft:melodic:longing:warm:,48:26
Noah and the Whale,Last Night on Earth,2011,2.98,600,Indie Pop:Pop Rock:,Synthpop:,,33:28
Arlo Guthrie,Last of the Brooklyn Cowboys,1973,3.4,90,Singer/Songwriter:Folk Rock:Country:Contemporary Folk:,Country &amp; Irish:Country Rock:,,36:55
Andrew Cyrille,Lebroba,2018,3.31,136,Avant-Garde Jazz:ECM Style Jazz:,,improvisation:avant-garde:instrumental:,
Myrath,Legacy,2016,3.39,612,Folk Metal:Progressive Metal:,Arabic Folk Music:Symphonic Metal:,melodic:epic:,50:43
Charles Hayward,Les nouvelles musiques de chambre 2,1989,3.62,210,Ambient:,Modern Classical:Post-Minimalism:,peaceful:instrumental:soft:mysterious:lonely:minimalistic:nature:calm:sombre:,45:20
PJ Harvey,Let England Shake,2011,3.79,10431,Singer/Songwriter:Art Rock:,Indie Folk:Chamber Pop:,war:history:passionate:protest:vocals:political:death:serious:poetic:album:conscious:pastoral:ethereal:atmospheric:sombre:lush:violence:cold:,40:04
Type O Negative,Life Is Killing Me,2003,3.56,2279,Gothic Metal:Alternative Metal:,Doom Metal:,melancholic:vocals:humorous:dark:heavy:introspective:melodic:death:atmospheric:nocturnal:pessimistic:energetic:self-hatred:sombre:,74:26
Klein,Lifetime,2019,3.33,550,Epic Collage:Post-Industrial:Sound Collage:,Dark Ambient:Glitch:Field Recordings:Drone:,abstract:dissonant:cryptic:nocturnal:surreal:atmospheric:repetitive:sampling:melancholic:dark:sombre:ethereal:mysterious:depressive:vocals:,52:29
Step Brothers,Lord Steppington,2014,3.17,599,West Coast Hip Hop:Boom Bap:Abstract Hip Hop:,,crime:drugs:humorous:psychedelic:raw:rebellious:soothing:abstract:playful:meditative:hypnotic:dark:surreal:urban:quirky:vocals:aggressive:eclectic:violence:polyphonic:rhythmic:mellow:sampling:boastful:repetitive:,48:33
Los Hermanos,Los Hermanos,1999,2.89,512,Alternative Rock:Pop Rock:,Ska Punk:Marchinha:Power Pop:,energetic:romantic:breakup:love:self-hatred:anxious:melancholic:,36:38
The New Basement Tapes,Lost on the River,2014,3.5,172,Folk Rock:Americana:,Country Rock:,,73:36
Michael Kiwanuka,Love &amp; Hate,2016,3.64,1865,Soul:Singer/Songwriter:,Psychedelic Soul:Gospel:Art Rock:,lush:melancholic:melodic:passionate:sad:psychedelic:love:vocals:atmospheric:,54:49
BTS,Love Yourself 轉 'Tear',2018,2.79,1683,K-Pop:Electropop:,Pop Rap:Dance-Pop:Contemporary R&amp;B:Alternative R&amp;B:Trap:,uplifting:vocals:love:bittersweet:rhythmic:longing:optimistic:energetic:passionate:melancholic:eclectic:melodic:poetic:anthemic:,43:52
Tanya Tucker,Lovin' and Learnin',1976,3.11,22,Nashville Sound:,,,30:53
Sixteen Horsepower,Low Estate,1997,3.71,1689,Gothic Country:Alt-Country:,Americana:Country Rock:,dark:Christian:vocals:pastoral:rhythmic:melodic:religious:autumn:anxious:passionate:melancholic:eclectic:atmospheric:philosophical:pessimistic:poetic:sombre:desert:,49:53
Discovery,LP,2009,2.84,604,Electropop:,Indietronica:Chillwave:,,29:55
My Bloody Valentine,m b v,2013,3.58,15632,Shoegaze:Dream Pop:,Noise Pop:Neo-Psychedelia:,noisy:dense:hypnotic:vocals:psychedelic:atmospheric:ethereal:vocals:love:melancholic:mysterious:cryptic:sensual:nocturnal:romantic:warm:bittersweet:dissonant:soft:repetitive:melodic:,46:36
Murrumur,Magic for Beginners,2021,3.35,126,Hardcore [EDM]:Breakcore:,Cloud Rap:Art Pop:Indietronica:Drill and Bass:Trap:,vocals:occult:noisy:eclectic:mechanical:ritualistic:spiritual:alienation:melodic:lush:chaotic:,31:58
Altar of Plagues,Mammal,2011,3.53,1341,Atmospheric Black Metal:Post-Metal:,Post-Rock:Atmospheric Sludge Metal:Blackgaze:,vocals:dense:heavy:atmospheric:sombre:dark:,51:59
Television,Marquee Moon,1977,4.14,26115,Art Punk:,,vocals:rhythmic:poetic:cryptic:technical:anxious:introspective:philosophical:existential:urban:nocturnal:energetic:melodic:raw:,45:13
HTRK,Marry Me Tonight,2009,3.46,705,Post-Punk:,Dub:Minimal Wave:,apathetic:sexual:deadpan:vocals:,36:41
Scud Mountain Boys,Massachusetts,1996,3.65,270,Alt-Country:,,,54:21
Wacław Zimpel,Massive Oscillations,2020,3.3,569,Post-Minimalism:Progressive Electronic:,Tribal Ambient:Drone:Berlin School:,minimalistic:hypnotic:rhythmic:atmospheric:instrumental:nocturnal:mechanical:futuristic:progressive:repetitive:surreal:lush:dense:,
Arms and Sleepers,Matador,2009,3.46,384,Trip Hop:Downtempo:,Ambient:Post-Rock:,vocals:vocals:melancholic:lush:mellow:sentimental:nocturnal:lonely:atmospheric:melodic:,41:01
Dedalus,Materiale per tre esecutori e nastro magnetico,1974,2.81,130,Free Improvisation:Musique concrète:,,,43:48
Tom Jobim,Matita Perê,1973,3.72,502,MPB:,Modern Classical:Third Stream:,tropical:lush:orchestral:calm:vocals:surreal:psychedelic:,42:23
Mecano,Mecano,1982,3.57,426,Synthpop:New Romantic:,New Wave:Art Pop:Post-Punk:,vocals:melodic:introspective:playful:eclectic:manic:fantasy:party:quirky:,41:14
Pink Floyd,Meddle,1971,3.97,28145,Progressive Rock:,Space Rock:Psychedelic Rock:Folk Rock:,mellow:psychedelic:atmospheric:mysterious:progressive:vocals:calm:surreal:hypnotic:epic:complex:introspective:space:aquatic:warm:philosophical:nocturnal:eclectic:suspenseful:,
Cage the Elephant,Melophobia,2013,3.47,4253,Indie Rock:,Garage Rock Revival:Neo-Psychedelia:Noise Pop:,vocals:energetic:longing:lonely:introspective:anxious:bittersweet:love:noisy:psychedelic:melodic:dense:,37:23
Bolt Thrower,Mercenary,1998,3.62,1574,Death Metal:,,war:aggressive:heavy:vocals:rhythmic:nihilistic:energetic:death:dark:martial:dense:pessimistic:epic:,46:39
Liars,Mess,2014,3.29,2303,Electro-Industrial:Electroclash:Alternative Dance:New Rave:,Synth Punk:Experimental Rock:,vocals:mechanical:surreal:energetic:ominous:repetitive:aggressive:anxious:dark:disturbing:playful:,55:17
Juanes,Mi sangre,2004,2.55,226,Latin Pop:Pop Rock:Singer/Songwriter:,,romantic:,45:16
Davy Graham,Midnight Man,1966,3.64,116,Folk Baroque:British Folk Rock:,Acoustic Blues:,introspective:improvisation:nocturnal:melodic:playful:poetic:,
Assück,Misery Index,1997,3.73,1509,Deathgrind:,,aggressive:heavy:pessimistic:vocals:anarchism:political:raw:nihilistic:angry:alienation:misanthropic:existential:apocalyptic:dark:dissonant:serious:technical:violence:energetic:hateful:manic:,15:12
Lido Pimienta,Miss Colombia,2020,3.44,1625,Latin Electronic:Art Pop:,Digital Cumbia:Bullerengue:Folktronica:,passionate:tropical:conscious:melodic:vocals:folklore:warm:introspective:rebellious:atmospheric:bittersweet:summer:ritualistic:,43:31
Tomahawk,Mit Gas,2003,3.55,1502,Alternative Rock:,Experimental Rock:Alternative Metal:,vocals:eclectic:ominous:,41:24
Sam Hunt,Montevallo,2014,2.1,189,Bro-Country:,Pop Rock:Contemporary R&amp;B:Pop Rap:,vocals:hedonistic:,38:28
Sepultura,Morbid Visions,1986,3.3,2831,Thrash Metal:Death Metal:,Black Metal:,vocals:death:raw:infernal:anti-religious:heavy:lo-fi:dark:violence:apocalyptic:war:satanic:energetic:misanthropic:rebellious:hateful:,
Red Hot Chili Peppers,Mother's Milk,1989,3.3,5529,Funk Rock:Alternative Rock:,Rap Rock:Funk Metal:,energetic:vocals:eclectic:hedonistic:sexual:playful:rhythmic:humorous:vulgar:warm:boastful:drugs:passionate:heavy:,44:50
Pygmylush,Mount Hope,2008,3.58,458,Contemporary Folk:,Slowcore:Indie Folk:,vocals:lethargic:soothing:soft:mellow:melancholic:introspective:melodic:warm:apathetic:winter:,46:14
Klaxon Gueule,Muets,1999,3.43,70,Free Improvisation:EAI:,,scary:improvisation:existential:anxious:aquatic:atonal:avant-garde:meditative:atmospheric:sparse:mysterious:hypnotic:dissonant:,49:27
Markéta Irglová,Muna,2014,3.42,147,Chamber Folk:Singer/Songwriter:,Czech Folk Music:,religious:vocals:Christian:spiritual:,51:55
KISS,Music From The Elder,1981,2.87,1400,Hard Rock:,Rock Opera:Symphonic Rock:Symphonic Prog:Heavy Metal:,triumphant:fantasy:epic:progressive:vocals:mysterious:opera:album:,41:35
Steven Stapleton,Musical Pumpkin Cottage,1996,3.51,123,Experimental Rock:Industrial:,Krautrock:Dark Ambient:Industrial:,,45:05
Beck,Mutations,1998,3.58,6029,Folk Rock:Alternative Rock:,Neo-Psychedelia:Contemporary Folk:Alt-Country:,playful:mellow:vocals:melancholic:eclectic:melodic:quirky:warm:poetic:,49:13
Camera Obscura,My Maudlin Career,2009,3.46,2152,Twee Pop:Indie Pop:Chamber Pop:,Chamber Pop:,mellow:vocals:longing:autumn:melodic:love:bittersweet:lush:sentimental:,46:23
Angel Olsen,MY WOMAN,2016,3.62,7117,Indie Rock:Singer/Songwriter:,Dream Pop:,vocals:romantic:mellow:soothing:introspective:bittersweet:LGBT:breakup:passionate:warm:sentimental:psychedelic:poetic:melodic:longing:love:existential:melancholic:lonely:,47:36
Dënver,"Música, gramática, gimnasia",2010,3.52,437,Indie Pop:Synthpop:,Chamber Pop:Electropop:Twee Pop:Indietronica:,summer:bittersweet:love:mellow:vocals:vocals:rhythmic:melancholic:warm:melodic:eclectic:,45:04
Nara Leão,Nara,1967,3.62,195,MPB:Samba:Baroque Pop:,Bossa nova:Partido alto:,lush:vocals:tropical:philosophical:romantic:humorous:melodic:playful:poetic:bittersweet:sentimental:eclectic:protest:soothing:,
Asphyx,Necroceros,2021,3.35,680,Death Metal:,Death Doom Metal:,atmospheric:dark:death:heavy:aggressive:vocals:,50:16
Yen Pox,New Dark Age,2000,3.61,101,Dark Ambient:Drone:,,ominous:surreal:atmospheric:infernal:dense:sombre:,65:32
Dead Poetic,New Medicines,2004,3.15,282,Post-Hardcore:,Alternative Rock:,melancholic:Christian:energetic:,48:29
Lou Reed,New York,1989,3.74,4267,Rock:Singer/Songwriter:,Singer/Songwriter:Art Rock:Beat Poetry:Punk Blues:Heartland Rock:,urban:poetic:political:sarcastic:deadpan:vocals:conscious:anthemic:raw:serious:violence:rhythmic:album:protest:energetic:,56:40
Oriol,Night and Day,2010,3.12,173,Chillwave:Chillstep:Electro House:,Funky House:Synth Funk:Purple Sound:,summer:rhythmic:soft:,43:15
The North Sea,Night of the Ankou,2005,3.39,79,Ambient:Drone:,,meditative:hypnotic:instrumental:ethereal:,35:53
Killing Joke,Night Time,1985,3.78,3305,Post-Punk:,Gothic Rock:New Wave:,nocturnal:anxious:passionate:rhythmic:energetic:rebellious:atmospheric:vocals:political:sombre:dark:repetitive:mechanical:aggressive:,39:34
Scissor Sisters,Night Work,2010,3.3,682,Dance-Pop:Electro-Disco:,Electropop:Disco:Dance-Punk:,LGBT:energetic:quirky:party:,44:22
Lucrecia Dalt,No era sólida,2020,3.02,364,Electroacoustic:Ambient:,Spoken Word:Minimal Synth:Sound Poetry:,surreal:vocals:mysterious:atmospheric:sparse:hypnotic:dark:meditative:,40:06
Van Morrison,"No Guru, No Method, No Teacher",1986,3.72,926,Singer/Songwriter:Pop Rock:,Jazz Pop:,vocals:nocturnal:soothing:spiritual:passionate:spring:melancholic:meditative:,51:07
Jim White,No Such Place,2001,3.52,237,Americana:Alt-Country:,Folk Rock:,,63:42
Kai Whiston,No World As Good As Mine,2019,3.42,1868,UK Bass:Experimental Rock:,Post-Rock:Poetry:Deconstructed Club:,progressive:sampling:eclectic:surreal:rhythmic:atmospheric:complex:vocals:forest:futuristic:bittersweet:lush:epic:instrumental:introspective:album:suite:,61:09
Daughter,Not to Disappear,2016,3.23,2153,Dream Pop:Art Pop:,Post-Rock:Indie Rock:,melancholic:sad:atmospheric:ethereal:vocals:mellow:soothing:melodic:existential:nocturnal:lonely:,47:09
Alanis,Now Is the Time,1992,2.04,170,Dance-Pop:,Teen Pop:,,44:18
$PIRIT GURLZ,NVR,2020,3.08,338,Cloud Rap:HexD:Emo Rap:Experimental Hip Hop:,Pop Rap:Neo-Psychedelia:Trap:Tread:Nightcore:,vocals:lobit:hypnotic:psychedelic:surreal:nature:melodic:romantic:ethereal:abstract:depressive:love:self-hatred:melancholic:playful:,17:19
R. Andrew Lee,Obsessions,2016,3.07,72,Minimalism:,,,47:41
Boys Noize,Oi Oi Oi,2007,3.12,628,Electro House:,Electroclash:Tech House:Acid House:,repetitive:rhythmic:,67:35
TesseracT,One,2011,3.48,1455,Djent:Progressive Metal:,,melodic:atmospheric:progressive:introspective:vocals:passionate:heavy:technical:rhythmic:complex:,54:31
Toshimaru Nakamura,One Day,2008,3.27,86,EAI:,,,56:38
Cirith Ungol,One Foot in Hell,1986,3.65,858,Heavy Metal:,Traditional Doom Metal:US Power Metal:,vocals:apocalyptic:epic:fantasy:dark:melodic:heavy:energetic:anthemic:rhythmic:,35:30
SHXCXCHCXSH,OUFOUFOF,2018,3.26,388,Industrial Techno:,Deconstructed Club:,repetitive:abstract:manic:mechanical:rhythmic:energetic:cold:instrumental:aggressive:ominous:dark:atonal:,49:34
The Style Council,Our Favourite Shop,1985,3.6,911,Sophisti-Pop:,Jazz Pop:Pop Soul:New Wave:,eclectic:vocals:,44:40
Damaskin,Our Shadows Will Walk,2016,3.04,94,Drone:Industrial Techno:Techno:,Dark Ambient:,mechanical:,69:05
Tracey Thorn,Out of the Woods,2007,3.38,291,Downtempo:Synthpop:,Chamber Pop:,vocals:rhythmic:melancholic:melodic:,42:54
Caetano Veloso,Outras palavras,1981,3.39,168,MPB:Pop:Singer/Songwriter:,Afoxé:,love:bittersweet:rhythmic:poetic:tropical:calm:eclectic:nature:soft:abstract:warm:complex:introspective:,40:16
Skream,Outside the Box,2010,2.72,375,Dubstep:,Drum and Bass:Chiptune:,vocals:vocals:,63:31
Washed Out,Paracosm,2013,3.3,1966,Chillwave:Dream Pop:,Neo-Psychedelia:Dream Pop:Balearic Beat:,uplifting:mellow:atmospheric:hypnotic:summer:calm:psychedelic:nature:vocals:warm:sensual:lush:melodic:soft:peaceful:tropical:spring:,41:06
After Dinner,Paradise of Replica,1989,3.53,1431,Art Pop:Progressive Pop:Avant-Prog:,Japanese Folk Music:Avant-Prog:Chamber Pop:Baroque Pop:,lush:surreal:eclectic:complex:quirky:vocals:avant-garde:playful:melodic:rhythmic:progressive:psychedelic:,29:42
Paulo Bagunça e a Tropa Maldita,Paulo Bagunça e a Tropa Maldita,1973,3.51,90,Psychedelic Folk:MPB:,,,
Haircut One Hundred,Pelican West,1982,3.39,744,New Wave:Sophisti-Pop:Pop Rock:,Jangle Pop:Jazz-Funk:Britfunk:Sophisti-Pop:,playful:quirky:optimistic:happy:romantic:love:vocals:rhythmic:,42:53
Unrest,Perfect Teeth,1993,3.58,565,Indie Rock:Indie Pop:,Jangle Pop:Noise Pop:,summer:melodic:bittersweet:poetic:vocals:vocals:energetic:quirky:spring:love:introspective:,45:02
The Fall,Perverted by Language,1983,3.81,3358,Post-Punk:,Experimental Rock:Art Punk:,cryptic:satirical:vocals:anxious:repetitive:misanthropic:dissonant:surreal:energetic:abstract:raw:mysterious:humorous:lo-fi:,46:22
Amon Düül II,Phallus Dei,1969,3.7,4860,Krautrock:Psychedelic Rock:,Progressive Rock:,psychedelic:progressive:pagan:tribal:avant-garde:vocals:surreal:nocturnal:hypnotic:manic:improvisation:heavy:playful:quirky:nature:ethereal:meditative:,40:42
UFO,Phenomenon,1974,3.81,2191,Hard Rock:,Blues Rock:Heavy Metal:,vocals:melodic:bittersweet:rhythmic:,39:06
Xymox,Phoenix,1991,3.07,179,Alternative Dance:Indietronica:,Darkwave:Baggy / Madchester:Gothic Rock:,dark:,46:25
Markus Hinterhäuser,Piano Sonatas,1998,3.44,63,Modern Classical:,,,72:57
Anal Cunt,Picnic of Love,1998,2.44,724,Musical Parody:Contemporary Folk:Satire:Musical Comedy:,Folk Pop:Anti-Folk:,parody:satirical:love:acoustic:vocals:humorous:pastoral:peaceful:melodic:calm:mellow:,34:16
Pink Guy,Pink Guy,2014,2.09,1432,Comedy Rap:Novelty:Experimental Hip Hop:,Indie Folk:Jazz Rap:,vulgar:vocals:novelty:manic:satirical:sarcastic:humorous:quirky:violence:misanthropic:hateful:playful:repetitive:suicide:apathetic:boastful:rhythmic:eclectic:lo-fi:,35:35
The Monkees,"Pisces, Aquarius, Capricorn &amp; Jones Ltd.",1967,3.67,1573,Psychedelic Pop:Pop Rock:,Sunshine Pop:,summer:melodic:optimistic:vocals:psychedelic:happy:warm:playful:love:conscious:mellow:bittersweet:sarcastic:rhythmic:,32:56
